1500 425
2000 980
2500 1810
3000 2970
3500 4650
4000 6620
4500 9260
5000 12420
5500 16340
6000 20800
6500 26350
7000 31990
7500 39730
8000 47430
8500 57960
9000 69450
9500 78740
10000 91130
