1500 395
2000 600
2500 840
3000 1090
3500 1410
4000 1790
4500 2180
5000 2640
5500 3130
6000 3680
6500 4240
7000 4930
7500 5580
8000 6280
8500 7160
9000 8220
9500 9130
10000 10170

