1500 151.667
2000 242.5
2500 360
3000 505
3500 670
4000 870
4500 1130
5000 1420
5500 1720
6000 2190
6500 3460
7000 4670
7500 5630
8000 6800
8500 8150
9000 9130
9500 10400
10000 11920

