1500 66.4286
2000 116.25
2500 190
3000 310
3500 600
4000 960
4500 1270
5000 1670
5500 2070
6000 2610
6500 3170
7000 3870
7500 4670
8000 5600
8500 6720
9000 7910
9500 9070
10000 11430
