100 1.38
200 8.18
300 27.3494
400 54.5783
500 95.6364
600 154.194
700 251.579
800 370
900 513.333
1000 688.571
1100 908
1200 1142.5
1300 1423.33
1400 1730
1500 2125
1600 2500
1700 2950
1800 3460
1900 4100
2000 4700
