# with winograd over GF(2) (limit=1700):
1000 13.04
2000 114.39
3000 287.059
4000 862
5000 1380
6000 2125
7000 4840
8000 6180
9000 7950
10000 10000
11000 12120
12000 15110
13000 22290
14000 35410
15000 40180
16000 45810
17000 52010
18000 58370
19000 65000
20000 73260
21000 81540
22000 90540
23000 118200
24000 111500
25000 128680
26000 162760
27000 173130
28000 255480
29000 272600
30000 291730
