500 434.455
1000 3025
1500 9391
2000 20919
2500 39709
3000 68323
3500 104530
4000 153466
4500 216397
5000 295556
5500 388789
6000 499395
6500 634306
7000 803218
7500 966471
8000 1.16639e+06
8500 1.3925e+06
9000 1.65854e+06
9500 1.93344e+06
10000 2.24944e+06
