100 0.68
200 3.26
300 9.82
400 22.2
500 41.36
600 79.0323
700 118.049
800 168.966
900 232.381
1000 308.125
1100 415.833
1200 571.25
1300 698.571
1400 844
1500 1020
1600 1205
1700 1440
1800 1660
1900 1910
2000 2185
3000 7190
4000 15420
5000 31800
6000 50950
7000 78100
8000 109760
9000 156290
10000 226450
11000 283870
12000 362110
13000 454600
14000 548300
15000 657760
16000 771620
17000 911430
18000 1.09615e+06
19000 1.4138e+06
20000 1.60757e+06

