1500 35.6
2000 125
2500 217.5
3000 350
3500 520
4000 790
4500 1070
5000 1480
5500 1930
6000 2540
6500 3090
7000 3810
7500 4760
8000 5700
8500 6700
9000 8050
9500 9310
10000 10800

