# Matrix multiplication with Winograd and grease F3
1000 126.829
2000 958
3000 3040
4000 6830
5000 12930
6000 21620
7000 33080
8000 48140
9000 68860
10000 90920
11000 117640
12000 152920
13000 192070
14000 234750
15000 289210
16000 339350
17000 403670
18000 486100
19000 561990
20000 642200
21000 737020
