1500 415
2000 940
2500 1880
3000 3100
3500 4760
4000 6850
4500 9820
5000 12910
5500 16740
6000 20840
6500 26370
7000 32590
7500 39350
8000 46610
8500 55610
9000 65310
9500 75780
10000 87290
